date;dr_high;dr_low;idr_high;idr_low;dr_open;dr_close;greenbox;dr_range;session_high;session_low;session_body_high;session_body_low;session_close;breached_dr_high;breached_dr_low;closed_above_dr_high;closed_below_dr_low;dr_confirmed;dr_true_close;dr_true_wick;up_confirmation;down_confirmation;breakout_time;breakout_window;dr_upday;dr_true;close_outside_dr;pre_conf_min;pre_conf_max;after_conf_min;after_conf_max;max_retracement_value;max_expansion_value;max_retracement_time;max_expansion_time;retrace_into_dr;expansion_window;retracement_window;expansion_level;retracement_level;after_conf_max_level;after_conf_min_level;opening_level;closing_level;session_close_level;session_low_level;session_high_level
2012-03-01;38.72;38.62;38.72;38.63;38.72;38.63;false;0.1;38.76;38.61;38.76;38.61;38.73;true;true;true;true;true;false;false;1330571700000000;;1330571700000000;12:00 - 12:30;true;true;true;38.61;38.76;38.69;38.76;;;;;false;;;;;1.4;0.7;1.0;0.2;1.1;-0.0;1.4
2012-03-02;39.33;3.93;39.33;3.93;39.32;3.931;false;35.4;3.948;3.914;3.948;3.921;3.938;false;true;false;true;true;true;true;;1330648200000000;1330648200000000;09:30 - 10:00;false;true;false;;;3.914;3.948;3.93;3.914;1330649100000000;1330650000000000;false;10:00 - 10:30;09:30 - 10:00;-0.0;0.0;-0.1;0.0;0.9;0.0;0.0;-0.1;0.0
2012-03-05;3.909;3.9008;3.9079;3.9028;3.9028;3.9078;true;0.0082;3.9309;3.8937;3.929;3.8949;3.8949;true;true;true;true;true;false;false;1330907400000000;1330924500000000;1330907400000000;09:30 - 10:00;true;false;false;;;3.8937;3.9309;3.9119;3.9309;1330908300000000;1330910100000000;false;10:00 - 10:30;09:30 - 10:00;3.6;1.4;3.7;-0.8;0.3;0.9;-0.7;-0.8;3.7
2012-03-06;3.8768;3.8647;3.8739;3.8647;3.8647;3.8719;true;0.0121;3.882;3.8367;3.8769;3.8369;3.8389;true;true;true;true;true;false;false;;1330998300000000;1330998300000000;10:30 - 11:00;false;true;true;3.8617;3.882;3.8367;3.865;3.865;3.8367;1330999200000000;1331010900000000;true;14:00 - 14:30;11:00 - 11:30;-2.3;0.0;-2.4;0.0;0.0;0.5;-2.2;-2.4;1.4
2012-03-07;3.744;3.7368;3.7438;3.7379;3.7428;3.739;false;0.0072;3.77;3.7348;3.769;3.7348;3.76;true;true;true;true;true;false;false;1331082000000000;1331080200000000;1331080200000000;09:30 - 10:00;false;false;false;;;3.7359;3.77;3.744;3.7359;1331081100000000;1331081100000000;true;09:30 - 10:00;09:30 - 10:00;-0.1;1.0;-0.2;4.6;0.8;0.3;3.2;-0.3;4.6
2012-03-08;3.7759;3.7698;3.775;3.7699;3.7699;3.775;true;0.0061;3.7899;3.764;3.7888;3.7669;3.7839;true;true;true;true;true;false;false;1331175600000000;1331171100000000;1331171100000000;10:30 - 11:00;false;false;false;3.7698;3.7779;3.764;3.7899;3.7729;3.764;1331173800000000;1331173800000000;true;11:30 - 12:00;11:30 - 12:00;-0.9;0.5;-1.0;3.2;0.0;0.8;2.3;-1.0;3.2
2012-03-09;3.8;3.7958;3.7989;3.7968;3.7989;3.7979;false;0.0042;3.822;3.7889;3.82;3.7948;3.819;true;true;true;true;true;false;false;1331255700000000;1331253900000000;1331253900000000;09:30 - 10:00;false;false;false;3.7959;3.798;3.7889;3.822;3.799;3.7889;1331254800000000;1331254800000000;true;10:00 - 10:30;10:00 - 10:30;-1.6;0.7;-1.7;6.2;0.7;0.5;5.5;-1.7;6.2
2012-03-12;3.8619;3.8556;3.8608;3.8567;3.859;3.8579;false;0.0063;3.861;3.8347;3.8579;3.8378;3.838;false;true;false;true;true;true;true;;1331513100000000;1331513100000000;09:30 - 10:00;false;true;true;3.8558;3.859;3.8347;3.861;3.861;3.8347;1331514000000000;1331519400000000;true;11:30 - 12:00;10:00 - 10:30;-3.3;0.8;-3.4;0.8;0.5;0.3;-2.8;-3.4;0.8
2012-03-13;3.85;3.8418;3.8489;3.842;3.8448;3.842;false;0.0082;3.8689;3.8417;3.8669;3.8418;3.862;true;true;true;false;true;true;false;1331604000000000;;1331604000000000;11:00 - 11:30;true;true;true;3.8417;3.854;3.851;3.8689;3.851;3.8689;1331604900000000;1331608500000000;false;12:00 - 12:30;11:00 - 11:30;3.3;1.2;3.4;1.2;0.4;0.1;2.5;-0.0;3.4
2012-03-14;3.9109;3.9059;3.9109;3.9068;3.9109;3.908;false;0.005;3.9109;3.8829;3.9088;3.8859;3.8889;false;true;false;true;true;true;true;;1331685000000000;1331685000000000;09:30 - 10:00;false;true;true;;;3.8829;3.9109;3.9109;3.8829;1331686800000000;1331693100000000;true;11:30 - 12:00;10:00 - 10:30;-4.6;1.0;-4.7;1.0;1.0;0.4;-3.5;-4.7;1.0
2012-03-15;3.8399;3.8337;3.838;3.8348;3.8348;3.838;true;0.0062;3.8439;3.8278;3.842;3.83;3.835;true;true;true;true;true;false;false;1331775000000000;1331773200000000;1331773200000000;10:00 - 10:30;false;false;false;3.8347;3.838;3.8278;3.8439;3.835;3.8278;1331774100000000;1331774100000000;true;10:00 - 10:30;10:00 - 10:30;-0.9;0.2;-1.0;1.6;0.1;0.6;0.2;-1.0;1.6
2012-03-16;3.891;3.8857;3.89;3.8858;3.8888;3.8858;false;0.0053;3.899;3.8789;3.8989;3.8809;3.8858;true;true;true;true;true;false;false;1331860500000000;1331858700000000;1331858700000000;09:30 - 10:00;false;false;false;3.8848;3.8869;3.8789;3.899;3.899;3.8789;1331864100000000;1331868600000000;true;12:30 - 13:00;11:00 - 11:30;-1.2;2.5;-1.3;2.5;0.5;0.0;0.0;-1.3;2.5
2012-03-19;3.8869;3.8728;3.885;3.8737;3.8737;3.8829;true;0.0141;3.884;3.8639;3.8829;3.8649;3.8699;false;true;false;true;true;true;true;;1332119700000000;1332119700000000;10:00 - 10:30;false;true;true;3.8699;3.8829;3.8639;3.882;3.882;3.8639;1332120600000000;1332125100000000;true;11:30 - 12:00;10:30 - 11:00;-0.6;0.6;-0.7;0.6;0.0;0.7;-0.3;-0.7;0.7
2012-03-20;3.902;3.8979;3.902;3.8988;3.902;3.899;false;0.0041;3.9099;3.8757;3.9068;3.877;3.8838;true;true;true;true;true;false;false;1332205200000000;1332207900000000;1332205200000000;10:00 - 10:30;true;false;false;3.8988;3.9009;3.8757;3.9099;3.9018;3.9099;1332206100000000;1332206100000000;true;10:00 - 10:30;10:00 - 10:30;2.9;1.0;3.0;-5.4;1.0;0.3;-3.4;-5.4;3.0
2012-03-21;3.849;3.8438;3.8468;3.8448;3.846;3.8459;false;0.0052;3.869;3.8458;3.8679;3.8468;3.8498;true;false;true;false;true;true;true;1332290700000000;;1332290700000000;09:30 - 10:00;true;true;true;3.8458;3.8509;3.8459;3.869;3.8488;3.869;1332291600000000;1332297000000000;true;11:30 - 12:00;10:00 - 10:30;4.8;1.0;4.9;0.5;0.5;0.5;1.2;0.4;4.9
2012-03-22;3.8489;3.8407;3.846;3.8418;3.8418;3.846;true;0.0082;3.8559;3.8048;3.8549;3.8048;3.8099;true;true;true;true;true;false;false;1332377100000000;1332383400000000;1332377100000000;09:30 - 10:00;true;false;false;3.8448;3.848;3.8048;3.8559;3.8459;3.8559;1332378000000000;1332379800000000;true;10:30 - 11:00;10:00 - 10:30;1.8;0.7;1.9;-4.3;0.2;0.7;-3.7;-4.3;1.9
2012-03-23;3.787;3.7799;3.7849;3.7809;3.7809;3.7839;true;0.0071;3.797;3.7819;3.7969;3.782;3.7879;true;false;true;false;true;true;true;1332463500000000;;1332463500000000;09:30 - 10:00;true;true;true;3.782;3.7848;3.7819;3.797;3.7819;3.797;1332464400000000;1332471600000000;true;12:00 - 12:30;10:00 - 10:30;2.4;0.3;2.5;0.3;0.2;0.6;1.2;0.3;2.5
2012-03-26;3.8168;3.8067;3.816;3.8099;3.815;3.816;true;0.0101;3.8308;3.8119;3.827;3.8149;3.8168;true;false;true;false;true;true;true;1332721800000000;;1332721800000000;09:30 - 10:00;true;true;false;;;3.8119;3.8308;3.8119;3.8308;1332722700000000;1332726300000000;true;10:30 - 11:00;09:30 - 10:00;2.3;0.6;2.4;0.6;0.9;1.0;1.0;0.6;2.4
2012-03-27;3.89;3.8867;3.89;3.8869;3.89;3.8869;false;0.0033;3.887;3.8729;3.886;3.8738;3.8819;false;true;false;true;true;true;true;;1332808200000000;1332808200000000;09:30 - 10:00;false;true;true;;;3.8729;3.885;3.885;3.8729;1332809100000000;1332818100000000;false;12:00 - 12:30;09:30 - 10:00;-4.1;-0.6;-4.2;-0.6;1.0;0.0;-1.5;-4.2;0.0
2012-03-28;3.869;3.863;3.868;3.863;3.8679;3.863;false;0.006;3.865;3.8508;3.865;3.8508;3.8529;false;true;false;true;true;true;true;;1332895500000000;1332895500000000;09:30 - 10:00;false;true;true;3.8609;3.865;3.8508;3.8648;3.8648;3.8508;1332897300000000;1332910800000000;true;14:00 - 14:30;10:00 - 10:30;-2.0;0.2;-2.1;0.2;0.8;0.0;-1.7;-2.1;0.3
2012-03-29;3.813;3.8067;3.813;3.8069;3.8069;3.809;true;0.0063;3.8129;3.7858;3.8109;3.7868;3.7868;false;true;false;true;true;true;true;;1332981000000000;1332981000000000;09:30 - 10:00;false;true;true;;;3.7858;3.8129;3.8129;3.7858;1332982800000000;1332998100000000;true;14:00 - 14:30;10:00 - 10:30;-3.3;0.9;-3.4;0.9;0.0;0.3;-3.2;-3.4;0.9
2012-03-30;3.8109;3.8048;3.8109;3.8069;3.8069;3.8098;true;0.0061;3.817;3.8047;3.817;3.8048;3.8139;true;true;true;false;true;true;false;1333070100000000;;1333070100000000;10:00 - 10:30;true;true;true;3.8049;3.8149;3.8047;3.817;3.8108;3.817;1333071000000000;1333072800000000;true;11:00 - 11:30;10:30 - 11:00;2.0;1.0;2.0;-0.0;0.4;0.9;1.5;-0.0;2.0
2012-04-02;3.866;3.8528;3.8629;3.8589;3.8629;3.8589;false;0.0132;3.87;3.8549;3.8689;3.856;3.856;true;false;true;false;true;true;true;1333326600000000;;1333326600000000;09:30 - 10:00;true;true;false;;;3.8549;3.87;3.8649;3.87;1333327500000000;1333328400000000;true;10:00 - 10:30;09:30 - 10:00;1.3;1.0;1.4;0.2;0.8;0.5;0.3;0.2;1.4
2012-04-03;3.916;3.9089;3.9159;3.9099;3.9128;3.9099;false;0.0071;3.918;3.9097;3.916;3.9109;3.916;true;false;false;false;false;false;true;;;;;false;true;false;;;;;;;;;false;;;;;;;0.5;0.1;1.0;0.1;1.2
2012-04-04;3.892;3.881;3.8898;3.8819;3.8847;3.8819;false;0.011;3.8929;3.8629;3.8899;3.8639;3.8659;true;true;false;true;true;true;false;;1333503000000000;1333503000000000;10:30 - 11:00;false;true;true;3.8819;3.8929;3.8629;3.8819;3.8819;3.8629;1333503900000000;1333515600000000;true;14:00 - 14:30;10:30 - 11:00;-1.6;0.0;-1.7;0.0;0.3;0.0;-1.4;-1.7;1.0
2012-04-05;3.8048;3.7999;3.8039;3.8007;3.8008;3.8019;true;0.0049;3.806;3.7778;3.8059;3.7809;3.7957;true;true;true;true;true;false;false;;1333586700000000;1333586700000000;09:30 - 10:00;false;true;true;3.8019;3.8059;3.7778;3.804;3.7979;3.7778;1333587600000000;1333587600000000;false;10:00 - 10:30;10:00 - 10:30;-4.5;-0.5;-4.6;0.8;0.1;0.4;-0.9;-4.6;1.2
