date;dr_high;dr_low;idr_high;idr_low;dr_open;dr_close;greenbox;dr_range;session_high;session_low;session_body_high;session_body_low;session_close;breached_dr_high;breached_dr_low;closed_above_dr_high;closed_below_dr_low;dr_confirmed;dr_true_close;dr_true_wick;up_confirmation;down_confirmation;breakout_time;breakout_window;dr_upday;dr_true;close_outside_dr;pre_conf_min;pre_conf_max;after_conf_min;after_conf_max;max_retracement_value;max_expansion_value;max_retracement_time;max_expansion_time;retrace_into_dr;expansion_window;retracement_window;expansion_level;retracement_level;after_conf_max_level;after_conf_min_level;opening_level;closing_level;session_close_level;session_low_level;session_high_level
2012-03-01;39.36;39.14;39.27;39.18;39.27;39.25;false;0.22;39.35;39.04;39.33;39.11;39.33;false;true;false;true;true;true;true;;1330616700000000;1330616700000000;10:30 - 11:00;false;true;false;39.07;39.35;39.04;39.35;39.16;39.04;1330617600000000;1330617600000000;true;11:00 - 11:30;11:00 - 11:30;-0.4;0.0;-0.5;0.9;0.5;0.5;0.8;-0.5;0.9
2012-03-02;3.932;3.892;3.929;3.898;3.929;3.898;false;0.04;3.922;3.889;3.92;3.899;3.911;false;true;false;false;false;false;true;;;;;false;true;false;;;;;;;;;false;;;;;;;0.9;0.1;0.4;-0.1;0.7
2012-03-05;3.8699;3.8448;3.8698;3.8519;3.8698;3.8519;false;0.0251;3.873;3.8348;3.8689;3.8418;3.8639;true;true;false;true;true;true;false;;1330960500000000;1330960500000000;10:00 - 10:30;false;true;false;3.847;3.859;3.8389;3.873;3.8539;3.8389;1330962300000000;1330962300000000;true;10:30 - 11:00;10:30 - 11:00;-0.2;0.3;-0.3;1.1;0.9;0.2;0.7;-0.4;1.1
2012-03-06;3.7639;3.7498;3.7579;3.7529;3.7529;3.7579;true;0.0141;3.7719;3.7297;3.7669;3.7339;3.7409;true;true;true;true;true;false;false;1331049600000000;1331054100000000;1331049600000000;11:00 - 11:30;true;false;false;3.7518;3.7639;3.7297;3.7719;3.7638;3.7719;1331050500000000;1331050500000000;true;11:00 - 11:30;11:00 - 11:30;1.5;1.0;1.6;-1.4;0.3;0.6;-0.6;-1.4;1.6
2012-03-07;3.7329;3.7128;3.7308;3.7139;3.7139;3.7308;true;0.0201;3.777;3.7189;3.773;3.7249;3.7699;true;false;true;false;true;true;true;1331133300000000;;1331133300000000;10:00 - 10:30;true;true;true;3.7189;3.733;3.7309;3.777;3.7309;3.777;1331134200000000;1331136000000000;true;11:00 - 11:30;10:30 - 11:00;3.1;1.0;3.2;1.0;0.1;0.9;2.9;0.4;3.2
2012-03-08;3.803;3.7849;3.7978;3.7919;3.7978;3.7928;false;0.0181;3.7999;3.7688;3.7999;3.7749;3.7978;false;true;false;true;true;true;true;;1331218800000000;1331218800000000;10:00 - 10:30;false;true;false;;;3.7699;3.7999;3.784;3.7699;1331219700000000;1331219700000000;false;10:00 - 10:30;10:00 - 10:30;-0.8;-0.1;-0.9;0.8;0.7;0.4;0.7;-0.9;0.8
2012-03-09;3.8209;3.7968;3.811;3.806;3.806;3.8078;true;0.0241;3.876;3.8069;3.8629;3.8069;3.8439;true;false;true;false;true;true;true;1331306100000000;;1331306100000000;10:00 - 10:30;true;true;true;3.8069;3.825;3.8419;3.876;3.8469;3.876;1331307000000000;1331307000000000;false;10:30 - 11:00;10:30 - 11:00;3.2;2.1;3.3;1.9;0.4;0.5;2.0;0.5;3.3
2012-03-12;3.8489;3.8298;3.8439;3.8338;3.8409;3.8338;false;0.0191;3.8519;3.8249;3.8519;3.8298;3.8389;true;true;true;false;true;true;false;1331568000000000;;1331568000000000;12:00 - 12:30;true;true;false;3.8249;3.8509;3.8348;3.8519;3.8429;3.8519;1331568900000000;1331568900000000;true;12:00 - 12:30;12:00 - 12:30;1.1;0.7;1.2;0.3;0.6;0.3;0.5;-0.2;1.2
2012-03-13;3.8778;3.8639;3.8709;3.8688;3.8688;3.869;true;0.0139;3.915;3.8648;3.9109;3.8669;3.9039;true;false;true;false;true;true;true;1331649000000000;;1331649000000000;10:30 - 11:00;true;true;true;3.8648;3.8729;3.88;3.915;3.88;3.915;1331649900000000;1331656200000000;false;12:30 - 13:00;10:30 - 11:00;3.6;1.2;3.7;1.2;0.4;0.4;2.9;0.1;3.7
2012-03-14;3.8639;3.8519;3.861;3.8529;3.8529;3.8609;true;0.012;3.864;3.8258;3.8619;3.8299;3.8348;true;true;false;true;true;true;false;;1331737200000000;1331737200000000;11:00 - 11:30;false;true;true;3.8529;3.864;3.8258;3.8558;3.8558;3.8258;1331745300000000;1331751600000000;true;15:00 - 15:30;13:00 - 13:30;-2.1;0.3;-2.2;0.3;0.0;0.7;-1.5;-2.2;1.0
2012-03-15;3.864;3.8498;3.8619;3.8509;3.8609;3.8619;true;0.0142;3.9019;3.8498;3.9019;3.8539;3.8989;true;false;true;false;true;true;true;1331821800000000;;1331821800000000;10:30 - 11:00;true;true;true;3.8498;3.867;3.8678;3.9019;3.8678;3.9019;1331822700000000;1331830800000000;false;13:00 - 13:30;10:30 - 11:00;3.6;1.3;3.7;1.3;0.8;0.9;3.5;0.0;3.7
2012-03-16;3.939;3.924;3.935;3.9249;3.9249;3.9249;false;0.015;3.9369;3.8668;3.9299;3.8729;3.8808;false;true;false;true;true;true;true;;1331907300000000;1331907300000000;10:00 - 10:30;false;true;true;3.9228;3.9369;3.8668;3.911;3.911;3.8668;1331910000000000;1331911800000000;false;11:30 - 12:00;11:00 - 11:30;-3.8;-0.9;-3.9;-0.9;0.0;0.0;-2.9;-3.9;0.8
2012-03-19;3.907;3.8879;3.905;3.8938;3.8938;3.905;true;0.0191;3.918;3.8918;3.9139;3.8989;3.9049;true;false;true;false;true;true;true;1332166500000000;;1332166500000000;10:00 - 10:30;true;true;false;3.8979;3.907;3.8918;3.918;3.9059;3.918;1332167400000000;1332168300000000;true;10:30 - 11:00;10:30 - 11:00;1.5;1.0;1.6;0.3;0.4;0.9;0.9;0.3;1.6
2012-03-20;3.838;3.8188;3.8369;3.823;3.8239;3.8369;true;0.0192;3.849;3.8149;3.847;3.8199;3.836;true;true;true;false;true;true;false;1332252000000000;;1332252000000000;10:00 - 10:30;true;true;false;;;3.8149;3.847;3.8278;3.847;1332252900000000;1332252900000000;true;10:00 - 10:30;10:00 - 10:30;1.4;0.5;1.5;-0.2;0.3;1.0;0.9;-0.2;1.6
2012-03-21;3.8579;3.8449;3.855;3.8469;3.8499;3.8469;false;0.013;3.8609;3.8268;3.858;3.83;3.8329;true;true;true;true;true;false;false;;1332341100000000;1332341100000000;10:30 - 11:00;false;true;true;3.843;3.8609;3.8268;3.854;3.854;3.8268;1332346500000000;1332351000000000;true;13:30 - 14:00;12:00 - 12:30;-1.3;0.7;-1.4;0.7;0.3;0.1;-1.0;-1.4;1.2
2012-03-22;3.766;3.7548;3.76;3.7569;3.7579;3.76;true;0.0112;3.776;3.752;3.773;3.7549;3.772;true;true;true;false;true;true;false;1332425700000000;;1332425700000000;10:00 - 10:30;true;true;true;3.7567;3.768;3.752;3.776;3.7558;3.776;1332428400000000;1332430200000000;true;11:30 - 12:00;11:00 - 11:30;1.8;0.1;1.9;-0.2;0.3;0.5;1.6;-0.2;1.9
